,X,pred
1201,"я бы всех едросов к стенке поставила. все суки угробили и разрушили.нет ни одного нового завода и фабрик нет.сколько у нас в кемерово этого было,сейчас только цевиль тц строит.пригнали это чудо вместо тулеева.его бабса уже медальку заслужила,а люди здесь жившие и работавшие всю жизнь для кузбасса ,нехрена не получили.спасибо нашим едросам,чтоб земля им пухом была.",2
1202,"дебил,больше нет слов для этого оно.",0
1203,"соседи ваши ненормальные и гости такие же.у нас поневоле завелся почти такой же оборот,ласковый ,задиристый лысик,обожаем его ,хотя ещё дома четыре шерстистый подбирашки.все любимки,но иногда приходится показывать кто в доме хозяин,а то сядут на шею.одна большая вещь,нет ни мышей, ни крыс,держим кур и кроликов.",0
1204,"я чего то не поняла,тут же русский кокошники и византийский орнамент,как то не вяжется,или я плохо знаю историю?",0
1205,"это что же за такое,у тебя столько бывших? как тогда тебя мадам назвать,что бы не обидеть?",0
1206,"а кто будет отвечать за одуванчика,которые растут на полях? из за них семена летят на огороды.дожила до старости ,но такой маразм слышу первый раз.у нас у власти точно одни дебилы.",0
1207,"а мне хочется пожелать этим тварям ,кто поджигает траву,что бы ваши дома и квартиры сгорели,домочатцам этих уродов желать горя не буду.у них и так горе-такие ушлепки рядом с ними живут.",0
1208,"шедеврально! прекрасно! красотища!блин слова закончились,но все равно молодцы мастерицы!",0
1209,"ну писец,сначала бузиха в реанимации с воспалением хитрости,теперь этот тоже не пойми с чем,задолбали уже.господа шуты ,слягте уже все разом,а мы пока от вас отдохнем.достал уже этот приблядник,перестала этих смотреть и слушать,не стоит на них тратить своё время.",0
1210,"пока едросы у власти ,ничего хорошего не будет.",0
1211,"да пофиг как выглядит,судила бы по закону и уважение этому судье.",0
1212,"и для чего это было снято? малыш новорожденный ,на маму он сам залезть так не сможет.снято ради лайков,но я этого делать не буду,не за что.",0
1213,"не знаю на сколько это правда,но к нам залезли питерские перевозчики и у нас наступит такая она,как и в новокузнецке.выживают эти ушлые питерцы наших перевозчиков.и так чёрт возми все наши доходы уходят в верха,скоро и работать суки не дадут .спасибо цевелю.специально пишу его фамилию с маленькой буквы,никчемный мужичек для нашего региона.притащили его сюда,что бы нас обобрать до последней нитки.хотя уже тащить уже и нечего.обобрала москва и её прихлебатели нас по полной.дай бог этим сукам здоровья,в кавычках конечно.",0
1214,"мишка,да зашибись делишки!после твоего визита пойдём менять штанишки.",0
1215,"и по ходу ,тех кто за собой не хочет убирать становится все больше и больше.скоро будет не страна,а большая свалка.",0
1216,"их сначала надо почти всех заставить переучится.а то как некоторые врачи лечат,боишься в больницу идти.",0
1217,"надо уже таких ушлепков вместе с родителями,прилюдно пороть розгами на площади.",3
1218,"ох они и разрастаются,не знаю куда уже рассаживать.",0
1219,"стали забывать этого мультика-пультика,ан нет нарисовался,хрен сотрешь.",0
1220,зачем роняли ? надобыло там и пристрелить этих мразей.,0
1221,"павлин расфуфыренный,смешно смотреть.",0
1222,"дрыном по заднице хорошо отходить,вся дурь и выйдет.нравься себе такой какая есть и нехрен слушать каких то уродов.",0
1223,"алимнеты делятся на всех детей.естественно,появился новый малыш,значит другие будут меньше получать.а этой широко ротой все мало.другим бы женщинам такие алименты как у неё,они бы были довольны.зажралась .",0
1224,"господи,ну надо было такой уродится.хочется лошадью назвать,но эти животинки намного красивее этой мадам.",0
1225,"по какому закону? намертво привязать к дереву,пусть сука скулит,пока не сдохнет.людишки самые ужасные твари,не все конечно.",0
1226,"а что у дедов мозга нет,они не могут своим внукам объяснить,что животных мучить нельзя.мои  прекрасно понимают ,как нужно с животинками обращается.а если не понимают ,то я делаю так же с ними.хороший урок.",0
1227,"специально поджигают.ладно ребятня поджигает,так нет взрослые мужики специально идут и горящие спички раскидывают.сколько раз видела,а сделать ничего не могу.оставалось одно ,после этих уродов тушить .две метёлки уже угробила.грех так говорить,но чтоб эти ушлепки сами сгорели.",3
1228,"вот поэтому и ненавижу людишек,хотя сама к ним принадлежу.сколько было за нашу жизнь подбирашек,не упомнить и все доживали до старости и уходили на радугу.на данный момент живёт песик васек,забрала маленьким из коробки около почты,ему уже шесть лет.муж привёз маленькую весту,нашли с напарником двух щенков ,в двух часах от города. специально какая то сволчь так далеко их выкинула,что бы погибли.но хорошо ,что мужики их подобрали.они беспородные,но такие преданные.",0
1229,"когда мы в детстве притворялись,что у нас что-то болит,наш отец говорил ,,ихбинбольной тортик хочешь,,? так же и этого чела нужно спросить,,на свободу хочешь,,?а там поговорим.как страну обсирать ,здоровый был ,а как посадили ,занемог бедненький.",0
1230,"нашему бандюгану летом будет три года,не по моему хотению это чудо у нас появилось в двухмесячной возрасте.зато сейчас этот лысик самый любимый,хотя ещё дома пять подбирашек живут.но так хочется маленького лысика в руках подержать.",0
1231,а потом котейку протирают от слизи?,0
1232,"терпеть не могу эти трупы цветов.мои знакомые и родные дарят только луковицы цветов,зная,что у меня будет цвести эта красота,без срезки,на корню.",0
1233,"у нас две подбирашки веста и вася,но мы его зовем васек.",0
1234,"я порожаюсь бабами,именно не женщинами ,а бабами,видя какой это отморозок лезут за него замуж.получат люлей-визжат.вопрос-какой чёрт вас дурочек заставляет выходить замуж за таких козлов ?",0
1235,"шокировала конечно всех своим видом,но зато какой голос был.нашим нынешним типа певичкам до её голоса ,как до луны.",0
1236,"ну этого татуированного увидели,а эта самка кто? и что нам должны быть интересны их обсоски?",0
1237,"весна пришла! свадебный танец,не мешайте люди.",0
1238,"господа,вы о чем? всю свою жизнь живу в п, пионер,30 мин. до города.один только переезд ж.д.путей тупо задолбал,а нашим меняющимся властям пофиг.опаздывают люди не только из нашего посёлка,но и из ясногорска,топок,и т, д ,все стоят на этом долбаном переезде.",2
1239,"а для нас с младшем братом была шланга от стир. машинки.как только терпение мамы скончалось выслушивать наши вопли и споры,тогда этот чудесный кусок резины по нашим задницам сразу решал все проблемы.и ничего все живы и здоровы.хоть уже и старые сами стали и родителей нет в живых,но вспоминая мамину шланга,ржом над нашими детскими проделками и удивляется терпению наших родителей.",0
1240,а сама то пугачиха сколько бездарей протащила на сцену?,2
1241,"на эти чашечки кофе у нас столько,,нуждающихся,, найдутся,обалдеешь.многие обеспеченные людишки очень любят халяву.",0
1242,с какого перепуга он сам себя назначил королём?,0
1243,"о господи ну и завывания ,у нас кот и то мелодичней орет,когда с кошками женихается.",0
1244,эту фигню ещё кто-то ест? за свою жизнь ни разу не покупала эту гадость и не собираюсь.,0
1245,"одна дама  сдесь написала,что ,,дворь даром не нужна,, ,а мы двух дворняг подобрали и ничуть не жалеем.",0
1246,"я бы бесплатно спихнула своё чудо,красное махровое.",0
1247,самое главное-мягко и вкусно!,2
1248,"царствие небесное этому человеку.но молодец бабушка ,хорошо ,,нагнула,,пенсионный фонд,долго ей пенсию платили.дай бог,что бы все пенсионеры так долго жили.глядишь пенсионный фонд меньше бы растаскивали все кому не лень.а то пашеь,пашешь,у тебя туда отчисляют,а как получать пенсию,выходят копейки,а чинуши жируют и наши властьимущие тоже не бедствуют.",0
1249,"господи божемой,какая прелесть!",0
1250,"спишь,да,а я есть хочу,вставай!",0
1251,"господи,как хочется опять увидеть этих маленьких лысиков,а то нашему бандюгану летом будет три года,а так хочется подержать эти нежные комочки.",2
1252,а если кошки ночью выталкивают с кровати? я мазахистка?,0
1253,у мелкого челюсти тоже хорошие.,0
1254,"оленька,вы правы.бесплатно готовы забрать,а цены сейчас какие на все,волосы дыбом.делают все возможное,что бы люди творчеством не занимались.",1
1255,обалденные сказки нам в уши от обалденных сказачнеков.,0
1256,а я такую икону крестом вышла.,0
1257,"да походу кому-то земля приглянулась,вот и жгут.но как говорят -на чужом несчастье своё счастье не построило.",0
1258,"дожили,вот почему я перестала туда ходить.лучше в часовеньку зайти,а в храмах одно жулье в рясах.",0
1259,"прекрасны все! вот бы научится,но походу старая,мозгов не хватит.хотя вышиваю крестом,гладью,вяжу спицами и крючком,занимаюсь бисером.только не покупают,охают,ахают и на этом все.",0
1260,сказал бы прямо - переходить на подножный корм.,0
1261,"чет я не понял? выросту,петухом буду.нафиг мне сейчас юбочка?",0
1262,"а какого черта этот ушлепок опять вылез? прибыла бы гаденыша своими руками,если бы мне за этого паганца ничего не было.сидят сволочи на шее у народа и над ним же изгоняются.",0
1263,какая красота!!!,0
1264,"пусть выпендривается.бузиха в своё время дохвалилась,ограбили.сейчас помалкивает,не выставляет свои украшения на показ.и эта до выделывается.",2
1265,"поднять подняли,а вот разбудить не успели.",2
1266,"ну пипец,до тюряги был здоров,а как посадили стал ,,умирающего лебедя,, из себя строить.",0
1267,"извинитие,с причудами .",0
1268,"на фото точно как наша мара.подобрала уже взрослой около магазина1 год и 4 мес. назад.все с ней хорошо,но метит все как кот.у меня их 5 подбирашек,только эта с такими причалами.",0
1269,"вопрос,почему их морды не показывают? пусть люди запоминают таких не людей.",0
1270,а если соседская кошка каждый год ест огурцы на нашей грядке-это тоже порча имущества?,0
1271,платить достойные зарплаты и пенсии надо и нафиг ваши подачки не нужны будут.,0
1272,его тудаже в окно.все заснять и что бы все посмотрели.вот и будет ему слава.,0
1273,"как уже задолбали эти самопровозглашенные  цари,императрицы,золотые голоса,примадонна.раньше их просто называли-шуты,которые весилили народ на площадях и потом носили шляпу по кругу.а сейчас вознесли сами себя до небес.",2
1274,этого дебила ещё не забыли?,0
1275,ь,0
1276,и ювиналка не отобрала детей?,0
1277,господи какое маленькое чудо!,0
1278,"обожаю лысиков! мой бандюган намылся в бане,сейчас дрыхнет в одеяле,высунув заднюю ногу для охлаждения.",0
1279,"ну писец полный,неизлечимая блин.люди всю жизнь живут с этим и ничего не умерли.что стали забывать? решила так пропиарится,на своих болячках.",0
1280,"а что их помнить ,у нас такой до сих пор есть.",0
1281,"у нас их пять подбирашек,я для них авторитет,понимают сразу.конечно бывает,что не слушаются,но очень редко.у нас с ними взаимопонимание,такое ощущение,что они понимают  все,очем с ними говоришь.",0
1282,"владимир,львы чужие убивают потомство предыдущего самца,если они одержали над ним верх,для того,что бы самки быстрей стали способны зачать .а если все в прайда нормально,ни один самец своих детенышей не убьет .а по этому видит видно,что они его просто достали.а в человеческих семьях так же,дети папу достали,он их отправляет к маме.",0
1283,а я бы отбирала их машины.вот за свои железки такие будут трястись.а штрафы таким уродам по барабану.,0
1284,"а что сделали с этой мамашкой? это только её вина,оставить животное в комнате где спит ребёнок,мозг включать надо.кот  обязательно полезно спать туда,где тепло.а малыши тёплые,вот он и залез к нему.",0
1285,"было описание,связала по нему.получилась совершенно другая вещь.глядя на фото и ,,поломав,, голову смогла связать так же.так,что не по каждому описанию можно связать то,что указано на фото.",0
1286,"да нефига таким не будет.что ,заставят деньги вернуть или кофискуют все? не дождемся.скорей всего домашний арест и условный срок.наши суды умеют только простых людей закрывать по полной.",0
1287,"зачем судить.с этим ушлепком сделать тоже,что он сделал с собакой.и пусть гнида хромает до конца своей поганой жизни.",0
1288,"может я не права,но таких мамашек нужно принудительно заставлять платить алименты .отказалась от малыша-плати.а то уходит муж из семьи ,он обязан платить,а таким вертихвосткам все с рук сходит.",0
1289,"эта гнида не сдохнет.такие как он ни черту ,ни богу не нужны.",0
1290,не захотели для меня посадить мою травку? тогда сгрызу ваши цветы.,0
1291,"а что делать с теми хозяевами,которые на зиму отпускают своих шавок на свободный вынул? у нас по поселку стаями носятся и все с ошейниками.",0
1292,на себя пусть посмотрит сначала.,0
1293,"зато зарубеж  и уголь и газ по дешевке идёт.а мы в кузбассе на угле живём,а нам каждое лето на этот уголь цены поднимают.удивили блин,скоро при свечах жить будем.",0
1294,"что б таку в старости даже стакан воды никто не подал,урод.",0
1295,"кирдык будет капусте,со всей округи соберутся коты и сравняют её с землёй.",4
1296,зачем таких уродов в тюрьму? вывезти подальше в лес и на них самих охоту открыть.пусть твари на своей шкуре испытают какого это быть добычей ради людского удовольствия.,0
1297,"все,больше на свою страничку ничего не скачиваю.в выходные поехала до купить бисер и обалдела от новых цен.нет у меня таких денег,что бы угнаться за ценами.",0
1298,два цветка? намёк на что?,0
1299,"ну на улице мы не спали с братом,а вот на веранду нас мама выносила и своего сына также выносила поспать,а вот с внучкой не получилось ,сноха не дала.хотя в чем разница,ребёнок спит в коляске пока мама гуляет,или он спокойно дрыхнет на веранде.",0
1300,"а они когда нибудь занимаются своим делом? или они за пандемию так бедняжки устали,что наотдыхатся не могут.две пустышки никчемные.зато все поют,что у них денежки закончились.",0
1301,здоровье моих родных.,0
1302,"молодец девочка! самое главное ты жива.а тот козёл,что тебя бросил-флаг ему в руки и доживает это ущербный,когда его все бросят.",0
1303,"да этот урод не только  не мужик,его человеком нельзя называть.поднять руку на малышку-это самый низкий поступок.мама правильно сделала,такие гниды должны гнить в земле.",0
1304,"да у нас все чинуши такие,люди для них мусор.многие пишут сжечь,я тоже за это.почему его желёзка должна мешать пешеходам?",0
1305,это же сколько ей надо сил вырастить эту четверку.,0
1306,ну и оставили бы её там дальше голой молится.,0
1307,"скоро нам всем на задницы по счетчику прилепят,кто сколько пердит .все чаще вспоминаю сказку про чиполлино,а самое главное-ее конец.",0
1308,"а лучше бы отправлять на тот свет тех тварей,которые выкидывают этих животинок.глядишь мир бы стал чище.",0
1309,"может и цынично напишу.но когда чёрт возми наш президент на свой народ обратит внимание? а то по телику у нас все зашибись,а по жизни полная жопа.зато сирия ,теперь опять карабах ит. д и т. п.всем помагаем,только про своих забыл. и самое главное за наши деньги.налогами обложили как волков флажками.",0
1310,"красота!но сегодня зашла докупить бисера и обалдела,цены стали заоблочные,походу моему увлечению приходит конец.",0
1311,"красиво и что? света то нефига в комнату не поступает,хоть и окно большое.",2
1312,"какой нафиг пережиток,красота и наша история.",0
1313,быстренько бежать и что бы по дороге не было препятствий.,0
1314,"а этому,что за дело? мы в кемерово,а он вмоскве.что-то последнее время этот много чирикать начал,куда-то готовится влезть?",0
1315,"ну музыку можно сделать потише,а так все в точку.",0
1316,"и что ? ну приехал,сейчас ему все  ,что хорошего осталось покажут,он от читается,что в кузбассе все зашибись и будем дальше в ,,клоаку,,проваливается.с таким губером ничего хорошего нас не ждёт.",0
1317,теперь крика будет больше.,2
1318,"нехрен было бабу гнобить-хочу детей,хочу детей,довыпендривался.а то можешь ,не можешь,надо рожать.они со своими законами в женщине вообще человека не видят.",0
1319,вот лапки так лапки!,0
1320,скорей всего проверяет температуру воды.походу лапку намочил и теперь облизывает.,0
1321,"вот его отец олег ефремов- это актёр с большой буквы,а михаил ,сам себя угробил своими пьяными выходками.",0
1322,"а у самого навального кто дедушка?копните,или слабо?вырос ушлепок.что-то его детки не побежали на улицу за папашку,,топить,,,дома отсиделись.",0
1323,"вот таких нужно показывать,что бы вся страна знала этих маленьких героев.",0
1324,"вот таким людям нужно  выплачивать большие зарплаты,а не чинушам,которые парят свои попы в креслах и не хотят нормально работать.",2
1325,"ребята,вы о чем? у нас все зашибись.телик по смотришь,а там все так хорошо вещают.",0
1326,"да у нас везде так,копни любого чинушу,такая гниль полезет,что только прийдется нос затыкать,что бы от ихней вони не вдохнуть.а если и дойдёт до суда,то и там продажные судьи сделают так,что бы такие уроды получили по минимален.не было у нас справедливости и не будет.",0
1327,"я не знаю сорт своей желтой малины,бабушка дала кустик,но она высокорослая,ягода у неё как фаланга моего большого пальца,крупная и очень сладкая.даже куры её любят больше,чем красную.слава богу ,ничем не болеет.",0
1328,"о, сколько всего написано.мы уже лет 10 покупаем ,,землин,, и все,все проблемы с этим проволочником решены.",0
1329,"а что,собчачка умеет детей воспитывать?у неё этим делом скорей всего нянька занимается.",0
1330,"кто занимается таким видом деятельности,все понимают.а вот те кто покупает китайский ширпотреб,хотят все за гроши.вот пусть китаезным и закупаются.",0
1331,"как этот комп достал,пишешь навальный ,а он свои версии выкидывает.каждое слово нужно проверять.фигушки быстро напечатаешь.",0
1332,"я поняла бы их ,если бы они выступили против повышения цен на все.а вот за такого козла как этот начальный,также и заморачиваться не стоит.",0
1333,"во,вылез.что от задницы отлегло после тихоновской и остальной фигни ?опять свой бред погнал.то ему картошка с мясом не нравится,то морковку все жрать должны.может уже пришла пора всех властьимущих проверять на адекватность?",0
1334,"будка конечно классная,но если песель с хозяевами живёт там ,где сильные морозы,то сколько нужно сена или соломы в неё натолкать,что бы животинка не замерзала?",0
1335,"а у нас в кемерово этот режим круглый год.в зависимости от ветра задыхается то одна сторона города,то другая.",5
1336,"ильюша,а ты что весь такой положительный? к тебе придратся даже не к чему? может ты свою писю после туалета вилочкой заправляешь в трусики?которые скорей всего постирала  женщина.",0
1337,"красота,но сегодня закупилась проволокой,бисером,бусиноми,-цены чёрт возми башенные.если продовать свои изделия,цены тоже не будут маленькими.",0
1338,"вот так же бы наши мамочки говорили своим деткам,что бы не лезли куда не надо.",0
1339,"люди ,вы что охренели? человек болеет,какие к черту кометарии? уроды ,поставьте себя и своих близких на их место? не дай бог вам такое. лучше поддержали родных насти в её скорейшем выздоровлении.хотя я не её фанатка,но желаю ей полного выздоровления!",0
1340,"правильно написал.у нас частный сектор,мусрка общая напротивтнашего дома,регулярно долбаебам объясняю как нужно выкидывать мусор.мне их гадость около моего дома не нужна.до мордобоя пока не доходило,но я это смогу сделать.",0
1341,"я уже как-то писала по поводу этих котеек.вчера я был мышегоняльный,вполне сметаноуплетальный,сегодня я диваноспальный,вполне подушки одеял оный.",0
1342,"а все остальные деньги вы вернете?господи ,дожила до старости,путин ещё припоял пахать до старости 1,5 года,а здоровья нет.а всем пофиг.не можешь пахать-сдохни.хочу сказать одно-сталина нет на этого путина.загнобил сука народ по полной.правильно говорят-идет 37 год,всем инакомыслящими пипец.",0
1343,"какая ванна? наше лысое чудовище-сфикс,даже в туалет не даёт сходить,орет около двери.но все равно ,обожаемый лысик,ещё четверо подбирашек дома,кроме него.его правда не подобрали ,а забрали,что бы не угробили животинку,забрали 2 х . мес.,а теперь ему летом будет уже три года.",0
1344,"а у нас сегодня утром было-41 .так что ребята синоптики,вам уже неоднократно говорили-прежде чем чирикать про погоду,высуните нос в окно,а вдруг вместо вашего снега у нас идёт дождь.",0
1345,"какое счастье,вы доехали до приюта! а я дохожу до магазина,а после ,как вышла,забираю очередную подбирашку.в течении трёх дней притащила домой мару и масясю. теперь у нас пять подбирашек.кошки умнички.какие дураки их выкинули?",0
1346,"у нас кот от сибирских родителей,вычесывтся не даётся,подшерсток обалденный.по весне приходится этого пятилетнего бандюгана выстригать.после стрижки похож на плешивого,соседи ржут над ним,но больше никак,зато коту лафа ,избавился от шерсти.",0
1347,"ой нет по лужам в наше время бегать не надо,потом таблеток не хватит на лечение.",0
1348,"ну да конечно,кто же за вас будет мыть толчек,который вы обыссываете,раковину в которую вы пока моетесь харкаете ,сморкаетесь,тарелки после того как вы поели и т . и т. п. мужчики попы прижмите,пока за вами убирают женщины ,не выпндривайтесь.я могу вякнуть-я замужем 38 лет.",0
1349,"поставьте видеокамеру,и этот ушлепок сам ,,сольется,,,если не захочет получить люлей.",0
1350,нахрена нам восточный календарь? мы что китаезы? у нас своих примет и всего остального хватает.,0
1351,"папашке в морду газа пустить и полицейских вызвать,ушлепок недоделанный.",0
1352,хозяйка хочу ням-ням!,2
1353,"тоже занимаюсь бисером,но деревья у меня небольшие,у меня цветы ,папоротники  живые и огромные,места хватает.",0
1354,"вытащили чужих детей на убой,теперь пиарят эту семейка.пусть его дети выйдут  за папашу.",0
1355,"молодец конечно! а  потом их куда?у нас пять кошек подбирашек,два собанека,также подобранных,плюс прибегает собачка,подкармливаю.теперь она стала прибегать с щенком,маленький,пушистый колобок,кормлю,морозы за 40,у меня есть сердце,я не могу животинку в такой мороз оставить голодной.",0
1356,какя кастрация? к стенке такую падаль.,0
1357,"ага,посадят,как же.сколько таких шалоболок ушло от ответственности?",0
1358,"лучше бы со своей фокусимой разобрались,а то сливают зараженную воду в океан.а то позаботились  о какой-то жевательной резинка.",0
1359,малюлечка нашла себе тёплое место.,0
1360,"да,я была о ней лучшего мнения.этими высказываниями опустила себя ниже плинтуса.",0
1361,"не смотрю на этот календарь,по моему не сходится.сажаю  так как бабушка учила и никогда не ошиблась.",2
1362,"держись,у тебя осталась её частичка-ваш сын.",0
1363,"милая я милая,а орешек насыпать слабо?",0
1364,"риточка ,ты совсем охренела? сейчас цены на продукты зашкаливают,зарплата угнаться не может,а про пенсии вообще разговора нет.мы тоже в 90 жили и не сдохли,а сейчас зубы на полку нужно ложить-жкх!свет,вода,пока все заплотишь и можно ложится сдыхать ,т.к. на остаток зарплаты прожить невозможно.это вы только хорошо по своим шоу чирикаете,как хорошо россиянину живется.а вот вас посадить на наше место ,я бы посмотрела как бы ты милочка запала.",0
1365,"и вы ещё верите банкам?сократили,работу не могу найти т. к.типа уже старая для работодателя,а для путина ещё могу 1.5 пахать назначил.карту убрала,начали предлагать кредиты,пока не послола куда подальше ,не отцепился банк.",0
1366,"во блин,кажется мамонта откопал.однако объемся.",0
1367,"интересно,чем его так удивили?",0
1368,"хотелось бы приехать,но дорогу преграждают магазины,а около них брошенные животинки.две новых жительницы уже больше года у нас-черная мася и трехшорстная мара,теперь их пять подбирашек ,шестая умерла от старости,плюс два собакена таких же.дай бог,что бы у домашних животных был свой угол и адекватные хозяева.",2
1369,"да отцепитесь вы уже от живности.мы и так уже им житья не даем,займитесь своими половинками, или дачу купите,дайте животным жить спокойно ,в своей среде обитания.",0
1370,"элегантно,подчёркивает все прелести фигуры.",0
1371,"а куда смотрят наши власть имущие? вот если бы их дочек или сестёр этот урод изнасиловал,тогда другое дело-зашевелилась бы вся ментура,а тут простые люди.пусть этот урод из вращается.господи нет справедливости на нашей земле и не будет,пока уроды у власти.",0
1372,"тоже был для меня неприятный урок,когда зашла в церковь,больше не хожу. хорошо есть часовенки,там все спокойно объясняет и  покажут куда свечи ставить,кому за здравие,кому за упокой.",0
1373,"господи,у нас один поневоле моей оказался 2 хмесячный,жалко стало малыша.теперь этому бандюгану летом будет три года.обажаю его,хоть и вытворяет иногда такие чудеса,что хочется его прутиком шлепнуть.а тут четверка. сил мамочке и хозяевам.",0
1374,"если повысят,то в магазин можно не ходить,цены будут заоблочные.у нас как всегда-одной рукой дают,другой отбирают.",0
1375,"что б его так же переехали и уехали,ничтожный человечек.",0
1376,"ну ваня,ты и козел.да тебе до дроздова,как до китая пешком.и к твоей старости тебя не так будут уважать,как дроздова.шут ты гороховый.",0
1377,"раньше не очень нравились такие кошки,но три года назад  поневоле пришлось забрать домой 2 х мес. малыша,а иначе пропал бы у других хозяев.теперь  этого бандюгана обожаю,хотя у нас ещё 5 подбирашек и шкурка у него прикольная,очень любит массажик.",0
1378,поднимают цены на все два раза в год и ещё хотят что бы люди плодились.,0
1379,"выдохни,расслабься и от мышц нехрена не останется.красавец блин.",0
1380,"хорошо,что хирургом ему уже не стать,а то точно так же пациентов разбирал бы на запчасти.",0
1381,великий актёр! светлая память.,0
1382,"чья она любимая,дава и тот сдриснул от неё .как её моська уже достала.",0
1383,"дети как дети,дай бог им здоровья,но у каждого родителя,у деда и бабушки свои все равно лучше.",0
1384,"да, полицейский дебилизм зашкаливает.такое ощущение,что когда этих яйцатых принимают на работу,они вообще мёд. осмотр не проходят.",0
1385,"я хочу пожелать этой девчуле хорошего здоровья и терпения,а тем уродам,кто её гнобил,на своей никчемной шкурке  испытать все прелести этого заболевания.",0
